nome,aceite,genero,notas
Dálio,Não,,
Dalion,Não,,
Dalva,Sim,F,
Damaciana,Não,,
Dámaris,Sim,F,
Damas,Sim,M,
Damasceno,Sim,,como segundo elemento do nome
Dameão,Não,,
Damião,Sim,M,
Damiense,Não,,
Damila,Não,,
Damília,Não,,
Dana,Sim,F,
Danabel,Não,,
Danae,Não,,
Dánae,Não,,
Danai,Não,,
Dani,Não,,
Dânia,Sim,,
Daniana,Sim,F,
Danida,Não,,
Daniela,Sim,,
Danielle,Não,,
Danila,Sim,F,
Danilo,Sim,,
Danina,Não,,
Danir,Não,,
Danis,Não,,
Danise,Não,,
Danish,Não,,
Daniza,Não,,
Dante,Sim,M,
Danúbia,Não,,
Dany,Não,,
Daphne,Não,,
Dara,Sim,F,
Darci,Sim,,como segundo elemento do nome
Darcília,Sim,,
Dárcio,Sim,,
Darcy,Não,,
Dária,Não,,
Darine,Não,,
Dario,Sim,M,
Dário,Sim,M,revoga o despacho de 23-01-2006
Darius,Não,,
Darlene,Sim,,
Darlindo,Não,,
Darnel,Não,,
Darnela,Sim,F,
Dart,Não,,
Darvin,Não,,
Das Candeias,Não,,
Daulina,Não,,
Daurante,Não,,
Davi,Sim,M,revoga o despacho de 03-07-1975
David,Sim,,
David de Assis,Sim,M,conjunto onomástico
David Santa Cruz,Sim,,despacho de 16-12-1998
Davide,Sim,,
Davina,Sim,,
Davínia,Sim,F,
Davy,Não,,
Dayenne,Não,,
De Arcelis,Não,,
Dea,Não,,
Deandra,Não,,
Deandro,Não,,
Débora,Sim,,
Deborah,Não,,
Décia,Sim,,
Décimo,Sim,M,
Degues,Não,,
Deidra,Não,,
Deisa,Não,,
Deise,Sim,F,
Déisi,Não,,
Deivid,Sim,M,
Deize,Não,,
Dejair,Não,,
Dejalme,Sim,M,
Dejanira,Sim,,
Delani,Não,,
Delany,Não,,
Delbarque,Não,,
Délcio,Sim,,
Delduque,Não,,
Dele,Sim,F,
Deledina,Não,,
Delfim,Sim,,
Delfino,Sim,M,
Délia,Sim,,
Deliana,Sim,F,
Délio,Sim,M,
Delisa,Sim,,
Delman,Não,,
Delmano,Sim,M,
Delmar,Sim,M,
Delmina,Sim,F,
Delminda,Sim,,
Delmira,Sim,F,
Delmiro,Sim,,
Delson,Não,,
Delta,Não,,
Deltina,Não,,
Delton,Não,,
Délvia,Não,,
Delza,Não,,
Demelza,Sim,,
Deméter,Sim,F,
Demétria,Sim,F,
Demétrio,Sim,,
Demétrios,Não,,
Dener,Sim,M,
Déni,Não,,
Dénia,Não,,
Denil,Sim,M,
Dénil,Não,,
Denilson,Não,,
Dénio,Não,,
Denis,Sim,,"sendo preferível ""DINIS"" evolução  mais actual"
Dénis,Não,,
Denisa,Sim,F,
Denise,Sim,F,
Deny,Não,,
Deodata,Sim,,
Deodete,Sim,F,
Deolindo,Sim,,
Deonel,Não,,
Deonilde,Sim,,
Deopátria,Não,,
Deotila,Sim,,
Deótila,Sim,,
Deotília,Não,,
Dércio,Sim,,
Dérgia,Não,,
Derisa,Não,,
Derlinda,Não,,
Derocila,Sim,,
Deroso,Não,,
Desclos,Não,,
Desiré,Não,,
Deus,Sim,,"como segundo elemento do nome, precedido da 
partícula ""de"""
Deusa,Não,,
Deusa Bela,Não,,
Deusabela,Não,,
Deusdedito,Sim,,
Deusidino,Não,,
Deva,Não,,
Devis,Não,,
Dgiovanna,Não,,
Dhruva,Sim,M,
Dialina,Não,,
Diamantina,Sim,,
Diamantino,Sim,,
Diana,Sim,,
Diandra,Não,,
Didaco,Sim,,
Didália,Não,,
Dídia,Sim,F,
Didiana,Sim,F,
Didier,Não,,
Diego,Sim,M,
Dieter,Sim,M,
Digna,Sim,,
Dilan,Sim,M,
Dilane,Não,,
Dilar,Não,,
Dilara,Não,,
Dilarmando,Não,,
Dilea,Não,,
Dilene,Não,,
Dilermando,Sim,M,
Dília,Não,,
Diliana,Sim,,
Dillarde,Não,,
Dilli,Não,,
Dilma,Não,,
Dilora,Não,,
Dilsa,Sim,,
Dilson,Não,,
Dilva,Não,,
Dilza,Não,,
Dimas,Sim,M,
Dina,Sim,,
Diná,Sim,F,
Dinah,Não,,
Dinamarquina,Não,,
Dinamene,Sim,,
Dinar,Não,,
Dinara,Não,,
Dinarda,Sim,F,
Dinare,Não,,
Dinarta,Sim,F,
Dinarte,Sim,M,
Dineia,Sim,F,
Dinêz,Não,F,
Dinis,Sim,,
Dinisa,Não,,
Dinita,Não,,
Diniz,Não,,
Dinízia,Não,,
Dino,Sim,,
Dinora,Sim,,
Dioclécio,Sim,M,
Diogho,Não,,
Diogo,Sim,,
Diogo Maria,Sim,M,
Diolária,Não,,
Dione,Sim,,
Dionilde,Sim,,
Dionísia,Sim,,
Diorema,Não,,
Diorino,Não,,
Diosália,Não,,
Diotil,Não,,
Diquel,Não,,
Dirajaia,Não,,
Dirce,Sim,,
Dircea,Sim,F,
Dircila,Sim,,
Dircília,Não,,
Dírio,Sim,M,
Dirk,Não,,
Dirla,Não,,
Dirque,Sim,M,
Disa,Sim,,
Distefano,Não,,
Distéfano,Não,,
Ditza,Sim,,
Diva,Sim,,
Divaldo,Não,,
Divinando,Não,,
Divo,Sim,,
Diza,Sim,,"preferível ""DISA"""
Dizinai,Não,,
Djalma,Sim,M,
Djalme,Sim,M,
Djalmo,Sim,,
Djamila,Sim,,"preferível ""JAMILA"""
Djamília,Não,,
Djanira,Não,,
Djassi,Não,,
Djon,Não,,
Djori,Não,,
Dmitri,Não,,
Dmitriy,Não,,
Dmitro,Não,,
Do Sorriso,Não,,
Dobela,Não,,
Dolbeth,Não,,
Dóli,Não,,
Dolique,Não,,
Dólique,Sim,F,
Dolka,Não,,
Dolores,Sim,,
Dolorinda,Não,,
Dolson,Não,,
Dom,Não,,
Domicilia,Não,,
Domingas,Sim,,
Domingos,Sim,,
Domingues,Não,,
Dominiana,Não,,
Dominic,Não,,
Dominica,Não,,
Domínico,Sim,,
Dominik,Não,,
Dominique,Não,,
Domitila,Sim,,
Domitília,Sim,F,
Donaldo,Sim,M,
Donatela,Não,,
Donatila,Sim,,
Donato,Sim,M,
Doncília,Não,,
Doner,Não,,
Donglas,Não,,
Donzélia,Sim,F,
Donzília,Sim,,
Donzílio,Sim,,
Dora,Sim,,
Doralice,Sim,F,
Doralicia,Não,,
Dorbalino,Não,,
Dórdio,Não,,
Doreana,Não,,
Doreen,Não,,
Dores,Não,,
Dória,Não,,
Doriana,Sim,,
Doriano,Não,,
Dóriclo,Sim,M,
Dorico,Não,,
Dorilde,Não,,
Dorina,Sim,,
Dorinda,Sim,,
Dorine,Sim,,"preferível ""DORINA"""
Dóris,Sim,,
Dorisa,Sim,,
Dorita,Não,,
Dositeu,Sim,,
Douda,Não,,
Douglas,Não,,
Drago,Não,,
Drumond,Não,,
Druscila,Não,,
Drusila,Sim,F,
Druso,Sim,M,
Duarte,Sim,,
Duartina,Sim,,
Duílio,Sim,M,
Dulce Amparo,Não,,
Dulce do Amparo,Sim,,
Dulcelina,Sim,,
Dulcídia,Sim,,
Dulcina,Sim,,
Dulcinda,Não,,
Dulcínea,Não,,
Dulcineia,Sim,,
Dulcínia,Não,,
Dulcínio,Sim,M,
Dulcite,Não,,
Duldínia,Não,,
Dúlia,Sim,,
Dunária,Não,,
Dúnia,Sim,,
Dúnio,Sim,,
Durão,Não,,
Durbalino,Sim,,"preferível ""DURVALINO"""
Durique,Não,,
Durval,Sim,,
Durvalino,Sim,,
Duter,Não,,
Dúval,Não,,
Duval,Não,,
Dylan,Não,,
Eanes,Não,,
Éarco,Não,,
Eárine,Sim,F,
Eberardo,Sim,M,
Ebrard,Não,,
Eça,Não,,
Eda,Sim,,
Edaleto,Não,,
Edar,Não,,
Eddy,Não,,
Edelair,Não,,
Edemar,Não,,
Edeme,Não,,
Eden,Não,,
Eder,Sim,M,"preferível ""ÉDER"""
Edera,Não,,
Edéria,Sim,,
Edgar,Sim,,
Edgard,Não,,
Édi,Sim,,
Edilásio,Não,,
Edilson,Não,,
Edina,Sim,F,
Edine,Sim,F,
Édinho,Não,,
Édipo,Sim,M,
Edir,Sim,M,
Edison,Não,,
Edite,Sim,,
Edith,Sim,F,
Edjine,Não,,
Edla,Não,,
Edma,Sim,F,
Edmar,Não,,
Edmaro,Não,,
Edmero,Sim,M,
Edmilson,Não,,
Edmilton,Não,,
Edmur,Sim,,
Edmure,Não,,
Edna,Sim,,
Ednice,Não,,
Edo,Sim,,
Edoína,Não,,
Edra,Não,,
Edson,Não,,
Eduardina,Não,,
Eduartino,Sim,M,
Eduina,Sim,,
Eduíne,Não,,
Eduíno,Sim,M,
Edvânia,Não,,
Edviges,Não,,
Edvino,Sim,,
Edvis,Não,,
Edwin,Não,,
Ega,Não,,
Egídio,Sim,,
Egil,Sim,,
Eglantina,Sim,,
Ehola,Não,,
Eládio,Sim,,
Elaine,Não,,
Elana,Sim,F,
Elba,Não,,
Elberto,Não,,
Elca,Sim,F,
Elcínia,Não,,
Élcio,Não,,
Elda,Sim,,
Elder,Não,,
Eldon,Não,,
Elduara,Não,,
Eléa,Não,,
Eleanor,Não,,
Eleazar,Sim,M,
Electra,Sim,F,
Eleia,Sim,F,revoga o despacho de 14-04-1981
Eleine,Sim,F,
Elektra,Não,,
Elena,Sim,F,
Eleonor,Sim,,
Eleonora,Sim,,
Eleutério,Sim,,
Elgar,Sim,M,
Elgina,Não,,
Eli,Sim,M,
Élia,Sim,F,
Eliab,Sim,M,
Eliabe,Não,M,
Eliana,Sim,F,
Eliandro,Não,,
Eliane,Sim,F,revoga o despacho de 05-11-1973
Eliano,Sim,,
Elianor,Não,F,
Elias,Sim,M,
Eliasar,Não,,
Elícia,Sim,F,
Élida,Não,,
Elidaniel,Não,,
Elídio,Não,,
Elienai,Não,,
Eliete,Sim,F,
Eliezer,Sim,M,
Eliézer,Sim,M,
Eliliana,Não,,
Elimando,Não,,
Élin,Sim,F,
Elina,Sim,F,
Eline,Sim,F,
Elinei,Não,,
Élio,Sim,M,
Elioenai,Sim,M,
Élis,Não,,
Elisabeta,Sim,,
Elisabete,Sim,,
Elisabeth,Sim,F,
Elisama,Sim,,
Elisangela,Não,,
Elisângela,Não,,
Elisar,Não,,
Eliseba,Sim,F,
Elisete,Sim,,
Eliseu,Sim,M,
Elisheba,Não,,
Elísia,Sim,,
Elisiário,Sim,,
Elita,Não,,
Elizabete,Não,,
Ellen,Não,,
Elli,Não,,
Elma,Sim,,
Elmano,Sim,M,
Elmar,Sim,,
Elmer,Sim,,
Elmina,Não,,
Elmira,Sim,,
Elmiro,Não,,
Elmute,Não,,
Eloá,Sim,F,
Elodi,Não,,
Elodia,Sim,,
Elódia,Sim,,
Elói,Sim,,
Eloina,Não,,
Eloisa,Sim,,
Eloise,Não,,
Elora,Não,,
Elpídio,Sim,,
Elsa,Sim,,
Else,Não,,
Elser,Não,,
Elsinda,Sim,F,
Élsio,Sim,,
Elso,Não,,
Élson,Sim,,
Élton,Sim,,
Eluína,Sim,,
Eluisa,Não,,
Elva,Sim,F,
Elvina,Sim,,
Elvino,Sim,,
Elvis,Não,,
Ely,Não,,
Elza,Sim,F,
Elzeário,Sim,M,
Elzinda,Não,,
Elzo,Sim,M,
Ema,Sim,F,
Ema do Carmo,Sim,F,
Emanuel,Sim,,
Emanuela,Sim,,
Emaús,Sim,,
Emeline,Não,,
Emerson,Não,,
Emídia,Sim,,
Emídio,Sim,M,
Emília,Sim,F,
Emília do Mar,Sim,F,
Emiliana,Sim,F,
Emilie,Não,,
Emiline,Não,,
Emily,Não,,
Emirane,Não,,
Emitério,Não,,
Emma,Não,,
Emmanuelite,Não,,
Emo,Sim,M,
Encarnação,Sim,F,
Endara,Não,,
Endiára,Não,,
Endriquice,Não,,
Eneia,Não,,
Eneida,Não,,
Eneide,Não,,
Eneiva,Não,,
Enes,Sim,M,
Engelécia,Sim,F,
Engrácio,Sim,M,
Énia,Sim,,
Enide,Sim,F,
Enilda,Sim,,
Énio,Sim,,
Enoé,Não,,
Enoque,Sim,M,
Enrico,Não,,
Enrique,Sim,M,
Enzo,Sim,M,
Éola,Sim,F,
Eponina,Sim,,
Érbi,Não,,
Ercídia,Não,,
Ercília,Sim,,
Ercílio,Sim,,
Eremira,Não,,
Erga,Não,,
Eriana,Não,,
Eribar,Não,,
Eriberto,Não,,
Eric,Sim,M,
Erica,Sim,F,
Érica,Sim,F,
Ericina,Não,,
Erico,Sim,M,
Érico,Sim,M,
Erik,Sim,M,
Erika,Sim,F,revoga o despacho de 25-03-2008
Erineia,Não,,
Erique,Sim,M,
Éris,Sim,F,
Erménia,Não,,
Erméria,Sim,F,
Ermida,Não,,
Erminda,Não,,
Ermitério,Sim,M,
Ernâni,Sim,M,
Ernasil,Não,,
Eros,Não,,
Erpídio,Não,,
Erse,Não,,
Esabela,Não,,
Esaú,Sim,M,
Esbelinha,Não,,
Escobar,Não,,
Esmael,Não,,
Esmelcio,Não,,
Esmélcio,Não,,
Esmerala,Não,,
Esmeralda,Sim,F,
Esmeraldo,Sim,M,
Esméria,Sim,,
Esmoriz,Não,,
Esolete,Não,,
Especiosa,Sim,F,
Esperança,Sim,,
Esperanço,Não,M,
Espírito Santo,Sim,F,"como segundo elemento do nome - vocábulo 
gramatical composto"
Estaline,Não,,
Estanislau,Sim,M,
Estéfana,Sim,F,
Estefani,Não,,
Estefânia,Sim,F,
Estéfano,Sim,M,
Estela,Sim,,
Estelia,Não,,
Estélio,Sim,M,
Estelita,Não,,
Estelo,Não,,
Ester,Sim,F,
Estêvão,Sim,,
Esther,Não,,
Estrela,Sim,,
Etel,Sim,F,
Étel,Sim,F,
Etelca,Sim,F,
Etéria,Sim,F,
Ethel,Não,,
Étienne,Não,,
Etti,Não,,
Eudora,Sim,F,
Eufélia,Não,,
Eufémia,Sim,F,
Eula,Não,,
Eularina,Sim,F,
Eulógio,Sim,M,
Eunara,Não,,
Eunice,Sim,,
Eunícia,Não,,
Eurica,Sim,,
Eurídice,Sim,,
Euridys,Não,,
Eustácio,Sim,M,
Eutália,Sim,,
Euzélia,Não,,
Eva,Sim,F,
Evaldo,Sim,M,
Evandra,Sim,F,
Evandro,Sim,M,
Evangelino,Sim,M,
Evangelista,Sim,M,
Evanilda,Não,,
Evanina,Não,,
Eve,Não,,
Evedine,Não,,
Evel,Não,,
Evelácio,Sim,,
Evelásio,Sim,,
Eveli,Não,,
Evelin,Não,,
Evelina,Sim,F,
Eveline,Sim,F,
Evélio,Sim,,
Evelise,Não,,
Evelyn,Não,,
Evêncio,Sim,,
Everaldo,Sim,,
Everardo,Sim,,
Évila,Sim,F,
Evilásio,Não,,
Evita,Não,,
Evo,Não,,
Excelsa,Sim,F,"no conjunto ""MARIA EXCELSA"""
Expedito,Sim,M,
Ezequiel,Sim,M,
Ezequiela,Sim,F,
Fábia,Sim,F,
Fabian,Não,,
Fabiana,Sim,,
Fabiano,Sim,M,
Fabião,Sim,M,
Fabiela,Não,,
Fábio,Sim,,
Fabíola,Sim,,
Fabrícia,Sim,,
Fabrício,Sim,,
Fabrízia,Não,,
Fabrizida,Não,,
Fafe,Não,,
Falcão,Sim,,como segundo elemento do nome
Falco,Sim,M,
Fani,Sim,,
Fânia,Sim,,
Fanique,Não,,
Fanny,Não,,
Fantasia,Não,,
Fantina,Sim,,
Fanuel,Não,,
Fara,Sim,F,
Faradiba,Não,,
Farida,Sim,F,
Farley,Não,,
Faruk,Não,,
Fatiana,Não,,
Fátima,Sim,,
Faustino,Sim,M,
Fausto,Sim,M,
Faúzia,Não,,
Favarte,Não,,
Favelina,Não,,
Fávio,Não,,
Feba,Sim,,
Febe,Sim,,
Febin,Não,,
Federico,Não,,
Fedka,Não,,
Fédora,Sim,F,
Fedra,Sim,F,
Feitor,Não,,
Felábia,Não,,
Felícia,Sim,F,
Feliciana,Sim,F,
Felicidade,Sim,,
Felicíssimo,Sim,M,
Felipa,Não,,
Felipe,Não,,
Felisbela,Sim,,
Felisbina,Sim,,
Felisindo,Não,,
Felismina,Sim,F,
Félix,Sim,,
Feliz,Sim,M,
Feliza,Não,,
Fenícia,Não,,
Ferdinando,Sim,M,
Fermino,Não,,
Fernanda dos Milagres,Sim,,
Fernandina,Sim,,
Fernandino,Sim,,
Fernão,Sim,M,
Fernão de Magalhães,Sim,M,
Ferrer,Sim,M,
Fiama,Sim,,
Fiana,Não,,
Fidá,Não,,
Fidalgo,Não,,
Fidel,Não,,
Fidélia,Sim,,
Fidélio,Sim,M,
Filémon,Sim,,
Filena,Sim,,
Fileta,Não,,
Filino,Sim,M,
Filinto,Sim,M,
Filipa,Sim,,
Filipa de Nazaré,Sim,,conjunto onomástico
Filipe,Sim,M,
Filipe de Néri,Sim,,conjunto onomástico
Filipina,Não,,
Filipo,Sim,M,
Filomena,Sim,,
Filoménio,Não,,
Filomeno,Sim,,
Filoteu,Sim,,
Fiona,Sim,,
Firmino,Sim,M,
Firmo,Sim,M,
Fitipaldi,Não,,
Fitz,Não,,
Flamínia,Sim,F,
Flávia,Sim,F,
Flávio,Sim,M,
Flin,Não,,
Flor,Sim,F,
Flor de Ceres,Sim,F,conjunto onomástico
Flor de Maria,Sim,F,conjunto onomástico
Flora,Sim,,
Florbela,Sim,,
Florbela do Carmo,Sim,,
Florença,Sim,,
Florencia,Sim,,
Florentino,Sim,M,
Flória,Sim,F,
Floriana,Sim,,
Florimena,Não,,
Floriosa,Não,,
Floripes,Sim,F,
Florisa,Sim,F,
Florisbela,Sim,,
Florisdália,Não,,
Florival,Sim,,
Florluisa,Não,,
Fluvio,Não,,
Forjaz,Não,,
Fradique,Sim,M,
França,Não,,
Francília,Sim,,
Francina,Sim,,
Franciné,Não,,
Francinete,Não,,
Francisca,Sim,F,
Francisco de Assis,Sim,,
Francisco de Borja,Sim,,conjunto onomástico
Francisco de Sales,Sim,,
Francisco dos Ramos,Não,,
Francisco Maria do Carmo,Não,,
Francisco Marto,Sim,M,conjunto onomástico
Francisko,Não,,
Franciso,Não,,
Franclim,Sim,,
Franco,Sim,,
Frank,Não,,
Franklim,Sim,M,
Franklin,Sim,M,
Franklino,Sim,M,
Franque,Não,,
Franz,Não,,
Franzina,Não,,
Fraternidade,Não,,
Frazine,Não,,
Fred,Sim,,
Freda,Não,,
Frede,Sim,,
Frederic,Não,,
Frederica,Sim,F,
Frederico,Sim,,
Frederico Bárbara,Sim,,conjunto onomástico
Fredi,Não,,
Fredo,Sim,,
Fúlvio,Sim,,
Futre,Não,,
Gabi,Sim,,
Gabiana,Não,,
Gabínio,Sim,M,
Gabino,Sim,,
Gabriel,Sim,M,
Gabriela,Sim,F,
Gael,Não,,
Gaela,Sim,,
Gaele,Sim,,
Gaia,Sim,F,
Gáil,Sim,,
Gal,Não,,
Gala,Sim,F,
Galeano,Não,M,
Galhardo,Não,M,
Galiano,Sim,M,
Galileu,Sim,M,
Gamaliel,Sim,,
Gamaniel,Não,,
Gandhi,Não,,
Gandi,Não,,
Gaori,Sim,F,"admitido apenas no condicionalismo presente ou 
idêntico"
Gaorii,Sim,F,"Admitido apenas no condicionalismo da Lei da 
Liberdade Religiosa"
Garcia,Sim,M,
Gardel,Não,,
Gardela,Sim,F,
Gardine,Não,,
Garibaldi,Não,,
Garibaldina,Não,,
Garibaldino,Não,,
Garibaldo,Sim,,
Garrete,Não,,
Gasiba,Não,,
Gaspar,Sim,M,
Gastão,Sim,,
Gávio,Sim,M,
Geancarlo,Não,,
Gedeão,Sim,M,
Geir,Não,,
Geisa,Sim,,
Geiza,Não,,
Gena,Não,,
Genaro,Não,,
Genciana,Sim,F,
Genésia,Sim,F,
Genésio,Sim,,
Génesis,Não,,
Gênesis,Não,F,
Gentil,Sim,M,
George,Não,,
Georgeta,Sim,,
Georgete,Sim,,
Geórgia,Sim,F,
Georgiana,Não,,
Georgina,Sim,,
Georgino,Sim,M,
Geovana,Não,,
Geovani,Não,,
Gera,Não,,
Geraldina,Sim,F,
Geraldine,Não,,
Geraldo,Sim,M,
Gerard,Não,,
Gerardo,Sim,,como segundo elemento do nome
Gerberto,Sim,M,
Gerda,Sim,F,
Germano,Sim,M,
Germina,Não,,
Germinal,Não,,
Gerónimo,Não,,
Gersão,Sim,,
Gersia,Não,,
Gerso,Não,,
Gerson,Sim,M,
Gerta,Sim,F,
Gerusa,Não,,
Gésaro,Não,,
Gesélia,Não,,
Géssi,Não,,
Ghislaine,Não,,
Giana,Sim,F,revoga o despacho de 04-11-1974
Giana Lai,Não,,
Giani,Sim,M,
Gianluca,Não,,
Gião,Não,,
Gideão,Não,,
Gil,Sim,M,
Gil de Borja,Não,,vocábulo gramatical composto
Gilbério,Não,,
Gilberta,Sim,F,
Gilda,Sim,,
Gildásio,Sim,M,
Gildo,Sim,M,
Gileade,Sim,M/F,como segundo elemento do nome feminino
Gilesson,Não,,
Gília,Não,,
Gilma,Sim,F,
Gilmar,Não,,
Gilson,Não,,
Gimeno,Sim,M,
Gina,Sim,,
Ginestal,Sim,M,
Ginete,Não,,
Ginja,Não,,
Gino,Sim,M,
Gio,Não,,
Gioconda,Sim,,
Giordano,Não,,
Giorgio,Não,,
Giovana,Sim,F,
Giovani,Sim,M,
Giovanna,Não,,
Giraldina,Sim,F,
Girel,Sim,F,
Giriel,Não,,
Girina,Não,,
Gisela,Sim,,
Giselda,Sim,,
Gisélia,Não,,
Gisete,Sim,,
Gislaine,Não,,
Gislena,Sim,,
Gislene,Sim,,
Gizeh,Não,,
Glacilde,Não,,
Glaúcia,Sim,M,
Glenda,Sim,,
Glicínia,Sim,,
Gloriosa,Sim,,
Goa,Não,,
Goma,Sim,M,
Gomes,Sim,,
Gonçala,Sim,F,
Gonçalo,Sim,,
Gonçalves,Não,,
Gonzaga,Sim,,
Goreti,Sim,F,
Goreti Sofia,Sim,F,conjunto onomástico
Graal,Não,,
Graça,Sim,F,
Graça de Maria,Não,,
Graça Leonor,Sim,,
Gracelinda,Não,,
Grácia,Sim,F,
Graciana,Sim,F,
Graciano,Sim,M,
Graciela,Sim,,
Graciete,Sim,,
Gracília,Não,,
Graciliana,Sim,F,
Graciliano,Sim,M,
Gracinda,Sim,F,
Grácio,Sim,,
Graciosa,Sim,,
Gradiel,Não,,
Gral,Não,,
Granger,Não,,
Gravelina,Sim,,
Gravinda,Não,,
Gregória,Sim,F,
Gregório,Sim,M,
Greice,Não,,
Greta,Sim,F,
Grimanesa,Sim,F,
Grisando,Não,,
Guadalupe,Sim,,
Gualdim,Sim,M,
Gualter,Sim,,
Guarani,Sim,,como segundo elemento do nome
Gueir,Sim,M,
Guendolina,Sim,F,
Guendoline,Não,,
Guerra,Não,,
Guevara,Não,,
Gui,Sim,M,
Guida,Sim,,
Guido,Sim,,
Guiléna,Não,,
Guiléne,Não,,
Guilherme,Sim,,
Guili,Não,M,
Guimar,Sim,M/F,como segundo elemento do nome masculino
Guimiliano,Não,,
Guiome,Não,,
Guislena,Sim,,
Guislene,Sim,,
Gumercindo,Não,,
Gumersindo,Sim,,
Gumesindo,Sim,M,"preferível ""GUMERSINDO"""
Gusmão,Sim,M,
Gustavo,Sim,,
Gustavo São Romão,Sim,M,
Guterre,Sim,,
Gutierre,Não,,
Guto,Não,,
Guy,Não,,
Habacuc,Sim,,
Habacuque,Sim,,
Hadassa,Sim,,
Hádrina,Não,,
Haidé,Sim,,
Haiden,Não,,
Hailé,Não,,
Hálea,Não,,
Hália,Sim,,
Hamilton,Sim,M,
Haraldo,Sim,M,
Hari,Não,,
Harley,Não,,
Haroldo,Sim,M,
Hashmukh,Não,,
Havanessa,Não,,
Havaneza,Não,,
Hazael,Sim,M,
Hebe,Sim,,
Héber,Sim,,
Hectror,Não,,
Heda,Sim,F,
Heder,Não,,
Hédila,Sim,,
Hédison,Não,,
Hedra,Não,,
Hedviges,Sim,,
Heidi,Não,,
Hélcio,Não,,
Helda,Sim,,
Heldemar,Não,,
Heldemaro,Sim,,
Hélder,Sim,,
Heldo,Sim,M,
Helena,Sim,,
Helga,Sim,,
Heli,Sim,,
Hélia,Sim,,
Heliana,Sim,F,
Helier,Sim,,
Hélio,Sim,M,
Heliodoro,Sim,,
Hellesten,Não,,
Helmer,Não,,
Hélmut,Sim,,
Helois,Não,,
Heloísa,Sim,,
Heloisa,Não,,
Heloise,Não,,
Hélvio,Sim,M,
Hemaxi,Sim,,
Hemetério,Sim,M,
Hemitério,Sim,M,
Hendrix,Não,,
Henoch,Sim,M,
Henrieta,Não,,
Henrique,Sim,M,
Henrique de Santa Maria,Sim,,"""Santa Maria"" vocábulo gramatical composto"
Henrique Musa,Sim,M,
Henriques,Não,,
Henriqueta,Sim,F,
Henriquina,Não,,
Heola,Não,,
Hera,Não,,
Heraldo,Sim,,
Herberto,Sim,M,
Herbi,Não,,
Hercília,Não,,
Herculano,Sim,M,
Hérculo,Não,,
Herdêen,Não,,
Herédia,Sim,,como segundo elemento do nome
Herédio,Sim,M,
Herénia,Sim,F,
Heriberto,Sim,M,
Herlander,Sim,,
Herlando,Não,,
Herlano,Não,,
Hérman,Sim,M,
Hermana,Sim,F,
Hermânia,Sim,F,
Hermano,Sim,,
Hermenegilda,Sim,F,
Herménia,Não,,
Hermes,Sim,M,
Hermínia,Sim,F,
Hermitério,Sim,M,
Hernâni,Sim,M,
Hernany,Não,,
Heroína,Não,,
Heros,Não,,
Hersília,Sim,F,
Hervê,Sim,,
Herve,Não,,
Hervé,Não,,
Hetal,Não,,
Hetel,Não,,
Hiará,Não,,
Higino,Sim,M,
Higo,Não,,
Hilária,Sim,,
Hilary,Não,,
Hildeberto,Sim,M,
Hildebrando,Sim,,
Hildegardo,Sim,,
Hilier,Não,,
Hilma,Sim,,
Hiola,Não,,
Hipólito,Sim,M,
Hiraldo,Não,,
Hirineu,Não,,
Hirondino,Sim,M,
Hitilde,Não,,
Hoctror,Não,,
Holden,Não,,
Hólger,Sim,,
Homem,Não,,
Homero,Sim,M,
Honara,Não,,
Honorato,Sim,,
Honorina,Sim,F,
Honorita,Não,,
Horácio,Sim,M,
Hortense,Sim,,
Hortênsia,Sim,,
Hórus,Não,,
Hosana,Não,,
Hossana,Não,,
Hudilina,Não,,
Huga,Não,,
Hugo Leal,Sim,M,só no conjunto
Huguete,Sim,,
Huiltone,Não,,
Huirá,Não,,
Hulda,Sim,,
Iag,Sim,M,
Iago,Sim,M,
Ian,Sim,M,
Iana,Sim,F,
Ianco,Não,,
Iane,Não,,
Ianesis,Sim,F,como segundo elemento do nome
Iani,Não,,
Ianic,Não,,
Ianis,Sim,M,
Iara,Sim,,
Iasmin,Sim,F,
Iasmina,Sim,F,
Iasmine,Não,,
Iazalde,Não,,
Ibérico,Sim,M,
Iberina,Sim,,
Ícaro,Sim,,
Ida,Sim,,
Idalécio,Não,,
Idalete,Sim,,
Idália,Sim,,
Idaliana,Não,,
Idalina de Fátima,Sim,,
Idalinda,Não,,
Idálio,Sim,,
Idalisa,Não,,
Idário,Sim,M,
Idavide,Sim,M,
Idélia,Sim,F,
Idelsa,Não,,
Idelso,Sim,M,
Idémia,Não,,
Idevor,Não,,
Idiana,Não,,
Idília,Sim,F,
Idílio,Não,,
Idina,Não,,
Idio,Não,,
Idriss,Não,,
Idrisse,Sim,F,
Iecatarina,Não,,
Ieva,Não,,
Igelcemina,Sim,,
Iglantina,Não,,
Iglesias,Não,,
Ignês,Não,,
Ignez,Sim,F,
Igo,Não,,
Igor,Sim,,
Igualdade,Não,,
Iktan,Não,M,
Iládio,Não,,
Ilaide,Não,,
Ilca,Sim,F,
Ilda Manuel,Sim,,
Ilde,Não,,
Ildeberto,Não,,
Ildete,Não,,
Ildo,Sim,,
Iliana,Não,,
Iliatam,Não,,
Ilibertino,Não,,
Ilícia,Não,,
Ilidaniel,Não,,
Ilídia,Sim,,
Ilídio,Sim,M,
