nome,aceite,genero,notas
Meiline,Sim,F,
Mel,Sim,M,
Mel,Não,F,
Melani,Não,,
Melânia,Sim,,
Melánie,Não,,
Mélanie,Sim,F,
Melanie,Não,,
Melba,Não,,
Melbournia,Não,,
Melco,Sim,,
Meliam,Não,,
Melice,Não,,
Melida,Sim,,
Melina,Sim,,
Melinda,Sim,,
Melisa,Não,,
Melissa,Sim,,
Meliza,Não,,
Melodia,Sim,F,
Melque,Não,,
Melquisedeque,Sim,M,
Mélvin,Sim,,
Mem,Sim,M,
Mendo,Sim,,
Mendonça,Não,,
Menita,Não,,
Mercedes,Sim,,
Mercês,Sim,,
Mércia,Sim,F,
Mercília,Sim,,
Merita,Sim,F,
Merrita,Sim,,
Mesache,Não,,
Mesaque,Sim,M,
Messias,Sim,,
Metim,Não,,
Mia,Sim,F,
Micael,Sim,,
Micael de Jesus,Sim,M,
Micaela,Sim,,
Micaelis,Não,,
Mical,Não,,
Michael,Não,,
Michel,Não,,
Michele,Sim,F,
Mícia,Sim,F,
Mickaela,Não,,
Miclele,Não,,
Migail,Não,,
Miguel,Sim,,
Miguela,Sim,,
Miguelângelo,Não,,
Mila,Sim,F,revoga despacho anterior
Milagre,Sim,F,como segundo elemento do nome
Milagres,Sim,,como segundo elemento do nome
Milai,Não,,
Milaide,Não,,
Milan,Não,M,
Milana,Não,,
Milara,Não,,
Milda,Não,,
Mildred,Não,,
Milena,Sim,F,
Milene,Sim,,
Mileu,Sim,,"preferentemente precedido da particula ""do"""
Míli,Não,,
Miliana,Não,,
Milina,Não,,
Militana,Sim,,
Militza,Sim,,
Miliza,Sim,,
Mílton,Sim,,
Miludia,Não,,
Milva,Não,,
Milvia,Não,,
Mimon,Sim,M,
Mimosa,Sim,F,como segundo elemento do nome
Mimoso,Sim,,como segundo elemento do nome
Mina,Sim,F,
Minalva,Não,,
Minanú,Não,,
Mines,Sim,,
Minique,Não,,
Miqueias,Sim,M,
Mira,Não,,
Miraldina,Sim,,
Miraldo,Não,,
Miranda,Sim,F,
Mirandolina,Sim,,
Mírcia,Não,,
Mirco,Sim,M,
Mireie,Sim,,
Mireille,Não,,
Mirela,Sim,F,
Mirene,Não,,
Miria,Não,,
Miriã,Não,,
Miríada,Não,,
Miriam,Sim,F,
Mirian,Não,,
Miriana,Não,,
Miriel,Não,,
Mirina,Não,,
Mirita,Não,,
Mirko,Não,,
Mirta,Não,,
Mírtila,Sim,,
Mirto,Sim,F,
Mirva,Não,,
Miryam,Não,,
Mis,Sim,M,
Misael,Sim,M,
Mìssia,Não,F,
Misson,Não,,
Mitezi,Não,,
Mitiana,Não,,
Mitó,Não,,
Mizael,Não,,
Mizilena,Não,,
Moana,Não,,
Modesto,Sim,M,
Mogli,Não,,
Moira,Não,,
Moisés,Sim,,
Mona Lisa,Não,,
Monalisa,Não,,
Mónia,Sim,,
Mónia da Luz,Sim,,
Mónica,Sim,F,
Monique,Não,,
Moniz,Não,,
Montemar,Não,,
Montenegro,Não,,
Montiel,Não,,
Moraima,Não,,
Moreno,Não,,
Morgan,Não,,
Morgana,Sim,F,
Morgane,Não,,
Morgiana,Sim,,
Morian,Sim,F,
Moura,Não,,
Mourana,Sim,F,
Mouré,Não,,
Mouzinho,Não,,
Muna,Sim,,
Munir,Sim,M,
Murel,Não,,
Muriel,Sim,F,
Muriela,Sim,,
Muriele,Não,,
Murilo,Sim,M,
Musa,Não,F,
Myléne,Não,,
Myriam,Não,,
Naama,Sim,F,
Nabor,Sim,,
Nacib,Não,,
Naciolinda,Não,,
Nádege,Sim,,
Nadege,Não,,
Nádeja,Sim,,
Nadeje,Não,,
Nádia,Sim,,
Nadia,Não,,
Nadiá,Não,,
Nádia de Jesus,Sim,F,conjunto onomástico
Nadina,Sim,F,
Nadine,Sim,F,
Nádio,Não,,
Nadir,Sim,M,
Nadja,Sim,,
Naera,Não,,
Nagi,Não,,
Nagila,Não,,
Naguel,Não,,
Nahak,Não,,
Naia,Não,,
Naiara,Sim,F,
Naida,Sim,,
Naíde,Sim,,
Nail,Não,F,
Naíl,Sim,F,
Naill,Não,,
Naíma,Sim,F,
Naimo,Não,,
Nair,Sim,F,
Naira,Não,,
Naísa,Sim,F,
Naíse,Não,,
Naíssa,Não,,
Naiza,Não,,
Naldiro,Não,,
Nali,Sim,F,
Nalini,Sim,F,
Namara,Não,,
Nami,Sim,F,
Nance,Sim,,
Nanci,Sim,F,
Nânci,Sim,,"preferível ""NANCE"""
Nancia,Não,,
Nancy,Sim,F,
Nanda,Não,,
Nandino,Não,,
Nando,Não,,
Nanete,Sim,,
Nani,Não,,
Nanina,Sim,F,
Nanivi,Não,,
Nanzulina,Não,,
Naod,Sim,M,
Naome,Não,,
Naomi,Não,,
Naomy,Não,,
Nara,Sim,F,
Naraiana,Sim,,
Narayana,Não,,
Nárcia,Não,,
Narcisa,Sim,F,
Nardino,Não,,
Narsélio,Sim,,
Nascimento,Sim,,"como segundo elemento do nome, precedido da 
partícula ""do"""
Nasser,Sim,,
Natã,Sim,,como segundo elemento do nome
Natacha,Sim,,
Natacha de Fátima,Sim,,
Natal,Sim,,"como segundo elemento do nome, precedido da 
particula ""do"""
Natali,Sim,F,
Natália,Sim,,
Natália dos Anjos,Sim,,
Natalícia,Não,,
Natalício,Sim,M,
Natalie,Não,,
Natalina,Sim,,
Natalino,Sim,,
Natálio,Sim,,
Natanael,Sim,,
Natanaela,Sim,,
Natanaele,Não,,
Nataniel,Sim,M,
Natão,Sim,,
Natasha,Não,,
Natélia,Não,,
Natércia,Sim,F,
Natércio,Sim,M,
Nathali,Não,,
Nathan,Não,,
Natidiana,Não,,
Nátiel,Não,,
Natilde,Não,,
Natilia,Não,,
Natividade,Sim,F,
Nausica,Sim,F,
Nautília,Não,,
Nave,Não,,
Navilde,Não,,
Nayma,Não,,
Nazaré,Sim,,
Nazareno,Não,,
Nazaret,Não,,
Nazareth Fernandes,Não,,
Nazária,Sim,F,
Nazarina,Sim,,
Nazário,Sim,,
Nazira,Não,,
Neádia,Não,,
Neca,Não,,
Nédio,Não,,
Nei,Não,,
Neide,Sim,,
Neidi,Não,,
Neil,Não,,
Neila,Não,,
Neireide,Sim,F,
Neise,Sim,,
Neiva,Não,,
Neive,Não,,
Neiza,Sim,,
Neize,Não,,
Nelcon,Não,,
Neli,Sim,F,revoga o despacho de 21-11-1968
Néli,Não,,
Nélia,Sim,,
Nelida,Não,,
Nélida,Não,,
Nelinho,Não,,
Nélio,Sim,,
Nelisa,Não,,
Nélita,Não,,
Nélito,Não,,
Nelma,Sim,,
Nelmi,Não,,
Nelmo,Sim,M,
Nelo,Não,,
Nelsa,Sim,F,
Nelsindo,Não,,
Nelso,Não,,
Nelson,Sim,M,
Nélson,Sim,M,
Nelsone,Não,,
Nelva,Não,,
Nely,Sim,F,
Nelzo,Não,,
Nema,Não,,
Nembrode,Sim,,
Nemésia,Não,,
Néné,Não,,
Nenegal,Não,,
Nenrod,Não,,
Nenrode,Sim,,
Neormésio,Não,,
Neotel,Não,,
Neóteles,Sim,M,
Neotera,Sim,F,
Neotero,Sim,M,
Neptuno,Não,,
Nércia,Sim,F,
Nereida,Não,,
Néri,Não,,"só no conjunto ""FILIPE DE NÉRI"""
Nérica,Não,,
Nerita,Não,,
Nery,Não,,
Nésia,Não,,
Nessa,Sim,F,
Nestor,Sim,M,
Neuda,Não,,
Neusa,Não,,
Neutel,Sim,,
Nêuton,Sim,,
Neuza,Sim,,
Neza,Não,,
Niano,Não,,
Niara,Não,,
Nibénia,Não,,
Nicandra,Sim,,
Nicásio,Sim,M,
Nice,Sim,F,
Niceia,Sim,,
Nicha,Não,,
Nichal,Sim,M,
Nichel,Não,,
Nichele,Não,,
Nícia,Sim,F,
Nico,Não,,
Nicodemos,Sim,M,
Nicol,Não,,
Nicola,Não,F,
Nicola,Sim,M,
Nicolai,Não,,
Nicolás,Não,,
Nicolau,Sim,M,
Nicole,Sim,F,
Nicoleta,Sim,,
Nictélia,Não,,
Nídia,Sim,,
Nídio,Sim,,
Niete,Sim,M,
Nieto,Não,,
Nígel,Não,,
Níger,Sim,M,
Nihit,Não,,
Nikita,Não,,
Nil,Sim,M,
Nila,Sim,F,
Nilce,Sim,F,
Nilda,Sim,,
Nildra,Não,,
Nília,Sim,F,
Nilinda,Não,,
Nilo,Sim,M,
Nilsa,Sim,,
Nilson,Sim,M,
Niltom,Não,,
Nilton,Sim,M,
Nilu,Não,,
Nilva,Não,,
Nilza,Sim,,
Nina,Sim,F,
Ninfa,Sim,F,
Nino,Sim,,
Niobe,Não,,
Niotélia,Não,,
Nircia,Não,,
Níria,Não,,
Nirina,Sim,F,
Nirma,Não,,
Nirva,Não,,
Nirvana,Não,,
Nisa,Sim,,
Nísia,Sim,,
Nísio,Sim,,
Nita,Não,,
Niucha,Não,,
Niusa,Não,,
Niúsa,Não,,
Nivalda,Sim,,
Nivaldo,Sim,,
Nívea,Não,,
Nivénia,Não,,
Nivéria,Não,,
Nizaida,Não,,
Nizandra,Não,,
Nizete,Não,,
Noa,Sim,F,
Noah,Sim,M,
Noame,Sim,,
Noami,Não,,
Nobre,Sim,M,
Noé,Sim,M,
Noel,Sim,M,
Noël,Não,,
Noele,Não,,
Noélia,Sim,F,
Noélio,Não,,
Noelma,Sim,,
Noelza,Não,,
Noem,Não,,
Noémi,Sim,,
Noemi,Sim,F,
Noi,Não,,
Nói,Sim,,como segundo elemento do nome
Noiala,Sim,,
Nolita,Não,,
Nominanda,Sim,,
Nonato,Sim,M,
Nonilia,Não,,
Nora,Não,,
Norberto,Sim,M,
Norbílio,Não,,
Norbinda,Não,,
Nórdica,Não,,
Norete,Não,,
Noribal,Não,,
Norival,Sim,,
Norlinda,Não,,
Norma,Sim,,
Norman,Não,,
Normanda,Não,,
Normano,Sim,,
Norminanda,Não,,
Noronha,Não,,
Norton,Não,,
Norval,Não,,
Norvinda,Sim,,
Nougué,Não,,
Novaia,Não,,
Nuala,Não,F,
Nubélia,Não,,
Núbia,Sim,F,
Numénia,Sim,,
Nuna,Sim,F,
Nunes,Não,,
Nuno,Sim,M,
Nuno Álvares,Não,,
Nuno de Santa Maria,Sim,M,conjunto onomástico
Nuno do Carmo,Sim,M,conjunto onomástico
Nunus,Não,,
Nurá,Não,,
Nureia,Sim,,
Núria,Sim,F,
Núrio,Sim,M,
Nurja,Não,,
Nusa,Não,,
Obdúlia,Sim,,
Obe,Não,,
Oceana,Sim,F,
Oceano,Sim,M,
Ocília,Sim,F,
Ocridalina,Sim,F,
Octávia,Sim,F,
Octávio,Sim,M,
Odair,Sim,,
Odeberto,Sim,,
Odete,Sim,,
Odília,Sim,F,
Ódin,Sim,M,
Ofélia,Sim,F,
Ofir,Não,,
Ogando,Não,,
Oihani,Não,,
Olaf,Não,,
Olália,Sim,F,
Olavo,Sim,,
Olécia,Não,,
Olécio,Não,,
Olegário,Sim,,
Olema,Não,,
Olguete,Não,,
Oliana,Não,,
Olimpia,Sim,F,
Olímpio,Sim,M,
Olindo,Sim,,
Olinto,Sim,M,
Olita,Não,,
Olivar,Sim,M,como segundo elemento do nome
Oliveiros,Sim,,
Oliver,Não,,
Olivério,Sim,,
Olívia,Sim,,
Olivier,Sim,M,
Olmo,Não,,
Omar,Sim,,
Omara,Sim,F,
Omer,Sim,,
Onara,Não,,
Ondina,Sim,,
Ondino,Sim,,
Oneida,Não,,
Onélia,Sim,,
Onildo,Sim,,
Onofra,Não,,
Onofre,Sim,,
Onófria,Sim,F,
Orada,Não,,
Orandino,Sim,M,
Orânia,Não,,
Oreges,Não,,
Orêncio,Sim,,
Orestes,Sim,,
Oret,Não,,
Orfeu,Não,,
Oriana,Sim,,
Orieta,Sim,,
Orildo,Não,,
Orindo,Não,,
Orlana,Não,,
Orlanda,Sim,F,
Orlandina,Sim,,
Orlandino,Sim,,
Orlindo,Sim,M,
Orminda,Não,,
Ornela,Sim,F,
Orósio,Sim,,
Orózio,Não,,
Orquídea,Sim,F,
Orsini,Não,,
Ortélia,Não,,
Ortelinda,Não,,
Ortigão,Não,,
Ortis,Não,,
Óscar,Sim,M,
Oscarina,Sim,F,
Oseas,Sim,,
Oseias,Sim,,
Osládia,Não,,
Osmano,Sim,,
Osmar,Sim,M,
Osório,Sim,M,
Osvalda,Sim,F,
Osvaldina,Sim,F,
Osvaldo,Sim,M,
Otélia,Não,,
Otelina,Sim,,
Otelinda,Sim,,
Otilina,Sim,F,
Otinlinda,Não,,
Otniel,Sim,,
Oto,Sim,,
Otoniel,Sim,,
Oura,Não,,
Oureana,Sim,F,
Ovídio,Sim,,
Ovnis,Não,,
Pablo,Não,,
Pacal,Sim,M,
Paco,Não,,
Paco Valenciano,Não,,
Pádua,Sim,,"como segundo elemento do nome, precedido da 
partícula ""de"""
Paixão,Não,,
Paleologo,Não,,
Paliologo,Não,,
Palma,Não,,
Paloma,Sim,F,
Pamela,Sim,,
Pámela,Sim,,
Pandit,Não,,
Pandora,Sim,,
Pandrea,Não,,
Panini,Não,,
Papoila,Sim,F,revoga o despacho de 06-08-1971
Paraíso,Sim,,"como segundo elemento do nome, precedido da 
partícula ""do"""
Parati,Não,,
Parcidio,Sim,,"preferível ""PRACÍDIO"""
Parente,Não,,substantivo masculino usado apenas como apelido
Páris,Sim,M,
Parli,Não,,
Pascal,Não,,
Pascaline,Não,,
Pascoal,Sim,,
Pascualina,Sim,,
Patalino,Não,,
Patric,Não,M,
Patrica,Não,,
Patrícia,Sim,,
Patrícia Goreti,Sim,F,conjunto onomástico
Patrício,Sim,M,
Patrick,Não,,
Patrik,Não,,
Patrique,Não,,
Patrocínia,Sim,,
Paul,Não,,
Paúl,Não,,
Paula Sameiro,Não,,
Paulia,Não,,
Paulo Sancho,Sim,M,
Paulos,Não,,
Pável,Não,,
Paz,Sim,,revoga o despacho de 05-12-2006
Pedralvi,Não,,
Pedrina,Sim,F,
Pedrino,Sim,M,
Pedro de Jesus,Sim,,
Peggy,Não,,
Pégui,Sim,,
Pelaio,Sim,,
Penélope,Sim,F,
Penha,Não,,
Peniel,Sim,,
Pepe,Sim,M,revoga despacho anterior
Pépio,Sim,M,
Peres,Não,,
Perfeito,Sim,M,
Perla,Sim,F,
Pérola,Não,,
Perolina,Não,,
Persília,Sim,F,
Persilia,Não,,
Peta,Sim,F,
Pétala,Não,,
Petiz,Não,,
Petra,Sim,,
Petroa,Não,,
Petrusca,Não,,
Petula,Sim,,
Pia,Sim,F,
Piaget,Não,,
Piedade,Sim,,como segundo elemento do nome
Piera,Não,,
Pierre,Não,,
Pieter,Não,,
Pietra,Não,,
Pilar,Sim,,
Pintor,Não,,
Pio,Sim,M,
Piombina,Não,,
Pisca,Não,,
Pitágora,Não,,
Pitágoras,Sim,M,
Plácido,Sim,M,
Platiny,Não,,
Poli,Não,,
Poliana,Sim,,
Pompeu,Sim,M,
Porciana,Sim,,
Porfírio,Sim,,
Portocarreiro,Não,,
Portugal,Não,,
Pósser,Não,,
Pracídio,Sim,,
Prado e do Prado,Sim,,
Praga,Não,,
Prakash,Não,,
Prana,Não,,
Prazeres,Sim,,"como segundo elemento do nome, precedido da 
partícula ""dos"""
Precida,Não,,
Precília,Sim,F,
Preciosa,Sim,,
Priam,Sim,,
Prião,Sim,,
Primavera,Não,,
Primitiva,Sim,F,
Primitivo,Sim,M,
Primo,Sim,M,
Principelino,Não,,
Principiano,Sim,,
Prisca,Sim,F,
Priscila,Sim,,
Priscília,Não,,
Priteche,Sim,M,
Profetina,Não,,
Profetisa,Não,,
Profírio,Não,,
Prtik,Não,,
Prudência,Sim,F,
Pureza,Sim,,sem restrições; revoga o despacho de 09-08-2010
Purificação,Sim,,como segundo elemento do nome
Quaiela,Sim,F,"só associado a um nome tradição onomástica 
portuguesa"
Quar,Sim,F,
Quaresma,Sim,,como segundo elemento do nome
Queila,Não,,
Quelélia,Não,,
Quéli,Sim,M,
Quélia,Sim,,
Querida,Não,,
Querubim,Sim,,
Quessia,Sim,F,
Quevim,Não,,
Quevin,Não,,
Quévin,Sim,M,
Quezia,Não,,
Quiara,Não,,
Quilder,Não,,
Quiliano,Sim,M,
Quiltério,Não,,
Quim,Sim,M,
Quimbo,Não,,
Quimera,Não,,
Quintino,Sim,,
Quira,Não,,
Quiril,Não,,
Quirilo,Sim,M,
Quirina,Sim,F,
Quirino,Sim,,
Quírio,Sim,,
Quiroga,Não,,
Quita,Não,,
Rabi,Não,,
Rachel,Não,,
Râdamas,Sim,M,
Radija,Sim,,
Rafael de Jesus,Sim,M,
Rafaela,Sim,,
Rafaella,Não,F,
Rafaelo,Sim,M,
Ragendra,Sim,,
Rai,Sim,M,
Raí,Não,,
Raien,Não,,
Raimundo,Sim,M,
Rainha,Não,,
Raisa,Não,,
Raissa,Sim,F,
Rakar,Não,,
Ralf,Não,,
Ralfe,Sim,,
Ralph,Não,,
Ramão,Não,,
Ramberto,Sim,M,
Rami,Não,,
Ramich,Não,,
Ramna,Sim,,
Ramnah,Não,,
Ramon,Sim,M,como segundo elemento do nome
Randa,Não,,
Rangel,Não,,
Rania,Sim,F,
Ranú,Sim,,"no conjunto ""MARIA RANÚ"""
Rapaz,Sim,,como segundo elemento do nome
Raquel,Sim,,
Raúl,Sim,M,
Ravel,Não,,
Ravi,Sim,M,
Ray,Não,,
Rebeca,Sim,F,
Reboredo,Não,,
Recrino,Não,,
Reduzindo,Não,,
Regina,Sim,F,
Reginaldo,Sim,M,
Regino,Sim,M,
Régis,Não,,
Rego,Não,,
Regrano,Não,,
Rei,Não,,
Reimão,Não,,
Reina,Sim,F,
Reinalda,Sim,F,
Reinaldo,Sim,,
Reinamor,Não,,
Reis,Sim,,como segundo elemento do nome
Réjane,Não,,
Remédios,Sim,,como segundo elemento do nome
Remi,Sim,,
Remígio,Sim,,
Remízio,Sim,M,
Rémolo,Não,,
Remy,Não,,
Renata,Sim,,
Renate,Não,,
Renato,Sim,,
René,Não,,
Reno,Sim,M,
Requerino,Sim,,
Resende,Não,,
Ressano,Não,,
Revelino,Não,,
Reyna,Não,,
Rezende,Não,,
Rian,Não,M,
Riana,Sim,F,
Ribca,Sim,,
Ricagte,Não,,
Ricardo,Sim,M,
Ricardo Alvim,Sim,M,conjunto onomástico
Ricardo Conceição,Sim,M,
Ricarte,Não,,
Ricky,Não,M,
Rider,Não,,
Riera,Não,,
Rifca,Não,,
Rígel,Não,,
Rigoberto,Sim,M,
Riguel,Não,,
Rihanna,Não,,
Riken,Não,,
Rilary,Não,,
Rina,Não,,
Ringo,Sim,,
Rishaad,Não,,
Rishita,Não,,
Rita de Cássia,Sim,F,vocábulo gramatical composto
Ritabela,Não,,
Ritinha,Não,F,
Rito,Não,,
Riu,Sim,,como segundo elemento do nome
Riva,Sim,,
Rivca,Sim,,
Rivelino,Não,,
Roana,Sim,F,
Robalo,Não,,
Robby,Não,,
Roberta,Sim,F,
Roberto,Sim,,
Robim,Sim,,
Robin,Não,,
Robinson,Não,,
Roboredo,Sim,M,como segundo elemento do nome
Robson,Não,,
Roby,Não,,
Roça,Não,,
Roclina,Não,,
Roderico,Não,,
Rodolfo,Sim,M,
Rodrigo,Sim,M,
Rodrigues,Não,,
Roena,Sim,F,
Rogélia,Sim,,
Rogélio,Sim,,
Roger,Não,,
Rogério,Sim,,
Rogila,Não,,
Rói,Sim,M,
Rolando,Sim,M,
Rolende,Sim,F,
Rolendis,Não,,
Rolim,Sim,,
Roma,Não,,
Romã,Sim,,como segundo elemento do nome
Romana,Sim,F,
Romano,Sim,M,
Romão,Sim,M,
Romaric,Não,,
Romarico,Sim,,
Romarigo,Sim,,
Romário,Sim,M,
Romario,Não,,
Romea,Não,,
Romeia,Sim,,
Romel,Não,,
Romero,Não,,
Romeu,Sim,M,
Romina,Sim,,
Romovil,Não,,
Rómula,Sim,,
Rómulo,Sim,M,
Romy,Não,,
Ronaldo,Sim,,
Ronance,Não,,
Ronanse,Não,,
Rondina,Sim,,
Roni,Não,,
Rónio,Não,,
Ronise,Não,,
Ronnie,Não,,
Ronny,Não,,
Roque,Sim,,
Roquelina,Sim,,
Roquelino,Não,,
Roriz,Não,M,
Rosa Luxemburgo,Não,,
Rosabela,Não,,
Rosado,Não,,
Rosalba,Não,,
Rosalete,Não,,
Rosali,Não,,
Rosália,Sim,F,
Rosalinda,Sim,,
Rosalita,Não,,
Rosalva,Não,,
Rosamar,Sim,F,
Rosana,Sim,,
Rosandra,Sim,F,
Rosanete,Sim,,
Rosângela,Não,,
Rosano,Sim,M,
Rosarinho,Sim,F,revoga o despacho de 04-12-2006
Rosário,Sim,M/F,preferencialmente em conjunto como 2º vocábulo
Roseane,Não,,
Rosebel,Sim,F,
Rosebele,Sim,F,
Rosel,Não,,
Roseli,Não,,
Rosélia,Sim,F,
Roseta,Não,,
Rosete,Não,,
Rosette,Não,,
Rosil,Sim,M,
Rosina,Sim,F,
Rosinda,Sim,,
Rosinha,Não,,
Rosita,Sim,F,
Ross,Não,,
Rossana,Sim,,
Rossano,Sim,,
Rossileia,Não,,
Rouena,Não,,
Roy,Não,,
Rozina,Não,,
Ruan,Não,M,
Ruana,Não,,
Ruanito,Não,,
Rubel,Não,,
Rubem,Não,,
Rúben,Sim,,
Rúbens,Não,,
Ruber,Não,,
Rubi,Sim,M,
Rúbia,Sim,,
Rubian,Não,,
Rubiel,Não,,
Rubim,Sim,,
Rubin,Não,,
Rubina,Sim,,
Rúbio,Não,,
Rúbria,Não,,
Ruby,Sim,M,
Ruca,Não,,
Rudesindo,Sim,M,
Rudezindo,Não,,
Rúdi,Sim,,
Rudolfo,Não,,
Ruena,Não,,
Rui,Sim,M,
Rui Paula,Sim,,
Ruia,Não,,
Runa,Não,,
Ruperto,Sim,,
Rúpio,Sim,M,
Rurique,Sim,M,
Rusa,Não,,
Russel,Sim,M,revoga o despacho de 04-09-1992
Russell,Não,,
Rute,Sim,,
Ruth,Sim,F,revoga despacho anterior
Rutneia,Não,,
Ruy,Não,,
Rúzia,Não,,
Ryan,Não,M,
Sá,Não,,
Sabarigo,Não,,
Saberino,Não,,
Sabier,Não,,
Sabina,Sim,F,
Sabino,Sim,M,
Sabrina,Sim,,
Sacha,Não,,
Sacramento,Sim,M,
Sadi,Sim,M,
Sádique,Não,,
Sadrache,Não,,
Sadraque,Sim,M,
Sadrudine,Sim,,
Sadurnine,Não,,
Sady,Não,,
Safia,Sim,,
Safira,Sim,,
Saga,Não,,
Saína,Não,,
Salamita,Não,,
Salazar,Sim,M,
Salé,Não,,
Salemo,Sim,M,revoga o despacho de 22-05-2007
Sales,Sim,,"como segundo elemento do nome, precedido da 
partícula ""de"""
Salésia,Não,,
Salete,Sim,F,
Sáli,Sim,,
Salima,Sim,,
Salisa,Não,,
Sally,Não,,
Salma,Sim,M/F,"como masculino é aconselhável que seja antecedido de
outro nome masculino, como feminino é aconselhável 
que seja seguido de um segundo vocábulo que permita 
a identificação do sexo do registando"
Salomão,Sim,,
Salomé,Sim,,
Salomite,Sim,F,
Salumite,Não,,
Salúquia,Sim,F,
Salustiano,Sim,,
Salustiniano,Sim,M,
Salutidaena,Não,,
Salvação,Sim,,como segundo elemento do nome
Salvador,Sim,M,
Salvador de Jesus,Sim,,
Salvato,Não,,
Salviano,Sim,M,
Salvina,Sim,F,
Salvino,Não,,
Samanta,Sim,,
Samara,Sim,F,
Samaritana,Sim,,
Samaritano,Sim,M,como segundo elemento do nome
Samir,Sim,,
Samira,Sim,F,
Samiro,Não,,
Sâmnio,Não,,
Samoel,Não,,
Samora Machel,Não,,
Sampsa,Não,,
Samuel,Sim,,
Sana,Não,,
Sancha,Sim,,
Sanches,Não,,
Sancho,Sim,M,
Sância,Sim,F,
Sancler,Sim,M,
Sanda,Não,,
Sandi,Não,,
Sandie,Não,,
Sando,Não,,
Sandokan,Não,,
Sandra,Sim,,
Sandrina,Sim,,
Sandrine,Não,,
Sandrino,Sim,,
Sandrio,Não,,
Sandro,Sim,,
Sandro do Paraíso,Sim,,conjunto onomástico
Sane,Não,,
Sania,Não,,
Sanira,Não,,
Sanjai,Não,,
Sansão,Sim,M,
Santa,Sim,F,como segundo elemento do nome
Santa Ana,Sim,,como segundo elemento do nome
Santa Cruz,Sim,,vocábulo gramatical composto
Santa Maria,Sim,,"como segundo elemento do nome - vocábulo 
gramatical composto"
Santa Rita,Sim,,vocábulo gramatical composto
Santamaria,Não,,
Santana,Sim,M/F,como segundo elemento do nome masculino
Santelmo,Sim,,como segundo elemento do nome
Santiago,Sim,M,
Santo André,Sim,,como segundo elemento do nome
Santos,Sim,,"como segundo elemento do nome, precedido da 
partícula ""dos"""
São José,Sim,F,"como segundo elemento do nome - vocábulo 
gramatical composto"
São Mamede,Sim,,
São Martinho,Sim,,"como segundo elemento do nome - vocábulo 
gramatical simples"
São Miguel,Sim,,como segundo elemento do nome
São Pedro,Sim,F,"como segundo elemento do nome - vocábulo 
gramatical composto"
São Romão,Sim,,vocábulo gramatical composto
São Tomás,Sim,,como segundo elemento do nome
Sara,Sim,,
Sara do Mar,Sim,F,
Sara do Rosário,Sim,F,
Sarah,Sim,F,
Sarai,Sim,F,
Sari,Não,,
Sarina,Sim,F,
Sário,Sim,,
Sarita,Não,,
Saron,Não,,
Sasha,Não,,
Sáskia,Não,,
Sásquia,Sim,,
Sássia,Sim,,
Satélite,Não,,
Sátia,Sim,,
Sátira,Sim,,
Sátira da Conceição,Sim,,
Sátiro,Sim,M,
Sátya,Não,,
Saúl,Sim,M,
Saula,Sim,,
Saulete,Não,,
Saulina,Sim,,
Saulo,Sim,,
Sauro,Sim,M,
Sávio,Sim,,"só no conjunto ""DOMINGOS SÁVIO"""
Saviola,Não,,
Sayonara,Não,,
Scot,Não,,
Scote,Não,,
Scott,Não,,
Scoty,Não,,
Seara,Não,,
Secundino,Sim,M,
Séfora,Sim,F,
Segismundo,Sim,,
Seila,Não,,
Seisa,Não,,
Selda,Não,,
Selécio,Não,,
Selena,Sim,,
Selene,Sim,,
Selénia,Sim,,
Selesa,Sim,,
Selésia,Sim,,
Selésio,Sim,,
Seleso,Sim,,
Selina,Não,,
Selma,Sim,,
Selmo,Sim,,
Selton,Não,,
Semarina,Não,,
Semerina,Não,,
Sémio,Não,,
Semíramis,Sim,F,
Sena,Sim,,"só no conjunto ""CATARINA DE SENA"""
Sénia,Sim,,
Sénio,Sim,,
Seno,Não,,
Seomara,Sim,F,
Serena,Sim,F,
Serenela,Sim,F,
Sérgio,Sim,M,
Sesinando,Sim,,
Sesira,Sim,,
Sesisnando,Não,,
Setavier,Não,,
Sete,Não,,
Setefano,Não,,
Setela,Não,,
Seteve,Não,,
Setfano,Não,,
Seth,Não,,
Severiano,Sim,M,
Severino,Sim,M,
Sévria,Não,,
Sextina,Sim,,
Seyonara,Não,,
Sezaldina,Não,,
Shadonai,Não,,
Shaï,Não,,
Shana,Não,,
Shanti,Não,,
Sheila,Sim,F,
Sheilon,Não,,
Sheinaz,Não,,
Shema,Não,,
Sião,Não,,
Sibila,Sim,,
Siça,Não,,
Sidália,Não,,
Sidarta,Não,,
Sidarth,Não,,
Siddártha,Sim,M,no âmbito da Lei da Liberdade Religiosa
Sidínia,Não,,
Sidnei,Sim,M,
Sidney,Não,,
Sidónio,Sim,M,
Sidraque,Sim,M,
Siena,Sim,,
Sifredo,Sim,M,
Silas,Sim,,
Silena,Não,,
Silene,Não,,
Silésia,Não,,
Silmara,Não,,
Silva,Não,,
Silvana,Sim,F,
Silvandira,Sim,F,
Silvânia,Não,,
Silvano,Sim,M,
Silver,Não,,
Silvério,Sim,M,
Silvestre,Sim,M,
Silvete,Não,,
Silvi,Não,,
Sílvia,Sim,,
Sílvia do Rosário,Sim,,
Silviana,Sim,F,
Silviano,Sim,M,
Sílvio,Sim,,
Simão,Sim,M,
Simara,Não,,
Simaura,Sim,,
